,tweet,username,date,time,likes_count,cleaned_tweets
1611,Weeks Update👩‍🚀🚀 • $RBLX 79c .95 to 4.7 💰  $AMD 103c 1.11 to 3.45 💰 $AAPL 145c 1.18 to 2.23 $AMC 40c 1.19 to 2.25 $SNOW 325c 1.25 to 2.8 💰 $BB 12.5c 1 to 1.57  $SPY 436c .62 to .95  • Average Gain Per Win 145% 💎✋ • $ZM $CHWY lotto ☠️ • Memes🔥🔥🔥 • ❤️s appreciated 👩‍🚀🚀  https://t.co/xmJsGRCFYo,jpatrades,2021-09-24,23:10:03,48,weeks update rblx 79c 95 4 7 amd 103c 1 11 3 45 aapl 145c 1 18 2 23 amc 40c 1 19 2 25 snow 325c 1 25 2 8 bb 12 5c 1 1 57 spy 436c 62 95 average gain win 145 zm chwy lotto memes appreciated
1612,$AAPL  https://t.co/vlteg05F4i,the_rocktrading,2021-09-24,23:09:27,36,aapl
1655,"Mr Watt will be live at 11:05 am, day trading lesson / scalping lesson $AAPL and $NVDA",realbrianwatt,2021-09-24,22:51:16,73,mr watt live 11 05 day trading lesson scalping lesson aapl nvda
1694,"""What, the EU is doing product design now? They’re going to tell Apple the best way to make a charger? No thanks."" @CNBCTechCheck $AAPL  https://t.co/nvETopUtM7",jonfortt,2021-09-24,22:29:08,12,product design going tell apple best way make charger thanks aapl
1703,"In the tech &amp; telecom crash, you could have picked up $AMZN, $MSFT, $AAPL, $NFLX all at extremely attractive prices.   Whenever #crypto goes through its next crash, similarly you'll be able to pick up key Web3 infrastructure at attractive prices for a multi-decadal hodl.",cburniske,2021-09-24,22:25:40,291,tech amp telecom crash could picked amzn msft aapl nflx extremely attractive prices whenever goes next crash similarly able pick key web3 infrastructure attractive prices multi-decadal hodl
1734,MagSafe saved your Mac but it won’t save your iPhone.   Or your wallet.,aaplparody,2021-09-24,22:06:52,17,magsafe saved mac save iphone wallet
1775,My ratings : #TSLA SELL #AMZN SELL #FB SELL #AAPL SELL #NFLX SELL #GOOGL SELL #GME STRONG BUY #AMC STRONG BUY  You know this too. In my opinion crash is inevitable.,mrdavidnio,2021-09-24,21:47:12,46,ratings sell sell sell sell sell sell strong buy strong buy know opinion crash inevitable
1788,$AAPL $148 Call 10/1 @ .90  TODAY IS #LOTTO FRIDAY SO EVERYTHING IS RISKY RISKY   DAYTRADE,thetradingchamp,2021-09-24,21:41:35,13,aapl 148 call 10 1 90 today friday everything risky risky daytrade
1809,$AAPL 145.50 holds with VIX under 20 can be good call scalps #idea,ripster47,2021-09-24,21:37:18,34,aapl 145 50 holds vix 20 good call scalps
1835,Most Mentioned Tickers on WSB (via Swaggy Stocks)  1. $BB 2. $WISH 3. $GOEV 4. $PLTR 5. $NKE 6. $SDC 7. $TSLA 8. $BABA 9. $GME 10. $AAPL,marketrebels,2021-09-24,21:26:09,38,mentioned tickers wsb via swaggy stocks 1 bb 2 wish 3 goev 4 pltr 5 nke 6 sdc 7 tsla 8 baba 9 gme 10 aapl
1855,PreGame Show Cliff Notes 9/24/21 #queenofthemountain $PLTR $LCID $AAPL $AFRM $BA $CRM $NIO $TSLA  https://t.co/6oN92FCz76,chartgallori,2021-09-24,21:17:03,11,pregame show cliff notes 9 24 21 pltr lcid aapl afrm crm nio tsla
1858,Most active stocks in today's pre market trading  Apple $AAPL Palantir $PLTR Invitation Homes $INVH Norfolk Southern $NSC $WYNN Ford $F Nike $NKE QuantumScape $QS Carnival $CCL $AMD Nvidia $NVDA Salesforce $CRM Tesla $TSLA US Steel $X $BAC Cleveland $CLF Facebook $FB Skillz $SKLZ,stockmktnewz,2021-09-24,21:16:51,14,active stocks today's pre market trading apple aapl palantir pltr invitation homes invh norfolk southern nsc wynn ford f nike nke quantumscape qs carnival ccl amd nvidia nvda salesforce crm tesla tsla us steel x bac cleveland clf facebook fb skillz sklz
1868,$AAPL Op-ed: Apple’s power move to kneecap Facebook advertising is working  https://t.co/if83W9bVFB,ophirgottlieb,2021-09-24,21:10:29,12,aapl op-ed apple power move kneecap facebook advertising working
1889,I at one point held all 5 mega caps. I sold all to go smaller cap.  I'm now considering buying at a minimum $AAPL and $MSFT for the dividends.  If $GOOG $FB or $AMZN ever offer a dividend I think I would start buying them immediately.,jeremymday,2021-09-24,20:52:50,26,point held 5 mega caps sold go smaller cap i'm considering buying minimum aapl msft dividends goog fb amzn ever offer dividend think would start buying immediately
1890,"J'ai décidé de miser contre les Big Five, les actions des ""GAFAM"" #GOOG #AMZN #FB #AAPL #MSFT   Je vais donc me positionner en short ""Vente"" de ces actions.  Voici pourquoi. #Thread  🚨 Ceci n'est pas un conseil d'investissement",coachingmenow,2021-09-24,20:50:25,39,j'ai décidé miser contre big five actions gafam vais donc positionner short vente actions voici pourquoi ceci n'est conseil d'investissement
1900,"@blknoiz06 spellcheck not happy abt $DYDX  might have to take care hedging tokens from different verticals  eg $AVAX / $BCH not both L1 thematic, so we're putting on a couple dimensions risk concurrently (idiosyncratic + sector)  wld be like hedging $AAPL with $GS  $AR / $FIL v nice",mgnr_io,2021-09-24,20:43:39,25,spellcheck happy abt dydx might hedging tokens different verticals avax bch l1 thematic we're putting couple dimensions risk concurrently idiosyncratic sector wld like hedging aapl gs fil nice
1919,"""All our checks coming out of the Asian supply chain indicate iPhone 13, it's up anywhere from 10-12% over iPhone 12 ... if you look at pre-order activity it's up on the bottom call it 20%. On the high-end call it 30%+ in areas such as China,"" says @DivesTech $AAPL  https://t.co/9ZgWGtgjg8",squawkcnbc,2021-09-24,20:23:14,23,checks coming asian supply chain indicate iphone 13 anywhere 10-12 iphone 12 look pre-order activity bottom call 20 high-end call 30 areas china says aapl
1926,This weeks most active stock options $AAPL $TSLA $PLTR $LCID $F $FB $NVDA $PLTR  https://t.co/Ybg3UOGUoR,upboptionmil,2021-09-24,20:19:06,14,weeks active stock options aapl tsla pltr lcid f fb nvda pltr
2028,A Corvette paid with $AAPL shares… Nice 🤩👌🏻  https://t.co/BC0IHYFFzx,teslastars,2021-09-24,18:22:06,38,corvette paid aapl shares nice
2046,This sell-off wasn't caused by #Chinafud. #Crypto is not just influenced by crypto-related news. At a mcap only 80% of AAPL any trad-fi large player can impact the crypto market if they feel like they need to de-risk (regulatory risk). -&gt; #Evergrande contagion. TA saw this coming,mattivdb,2021-09-24,17:55:34,12,sell-off caused influenced crypto-related news mcap 80 aapl trad-fi large player impact crypto market feel like need de-risk regulatory risk - gt contagion saw coming
2074,"Apple  - Iphone 13 Pro, Iphone 13 Pro Max, Iphone 13, Iphone 13 Mini, Ipad Mini, Andninth-generation Ipad Arrive Worldwide For Sale On Sept 24 $AAPL",deitaone,2021-09-24,17:07:39,70,apple - iphone 13 pro iphone 13 pro max iphone 13 iphone 13 mini ipad mini andninth-generation ipad arrive worldwide sept 24 aapl
2092,تفاوتت مضاربات مُختلف هذا الشهر بين الأسهم الآتية:  - $HOOD - $AMZN - $PLTR - $AAPL - $NFLX - $ATER - $FB - $SNAP,mokhtalief1,2021-09-24,16:34:53,28,تفاوتت مضاربات م ختلف الشهر الأسهم الآتية - hood - amzn - pltr - aapl - nflx - ater - fb - snap
2135,日本国民が借金してAAPLの株価を支えてるんだよなぁ  それで日本の国の将来に閉塞感とか笑いますよ,takailevel,2021-09-24,14:26:09,13,aapl
2158,自社株買いと配当、どちらを選ぶか迷うのであれば、自社株買いに積極的でありながら定期的に配当も実施している銘柄に注目してみましょう。 $CERN $WEN $AAPL  https://t.co/w1eQw0QpgK,motleyfooljp,2021-09-24,13:35:00,14,cern wen aapl
2183,😍  https://t.co/cPrsNalzrz,aaplparody,2021-09-24,12:40:45,14,
2213,$AAPL  https://t.co/P9pxMWfBBh,kpak82,2021-09-24,11:55:14,98,aapl
2234,"Analysis for 9/24 - $ES, $NQ, $QQQ, $AAPL, $AMZN, $DIS, $BA, $FB, $GOOGL, $AMD, $MRNA, $TSLA, $W, $ROKU, $FUTU, $MDB, $SQ  📺 https://t.co/WtMJGaMtCK  Meeting etiquette - 1. Be punctual 2. Introduce yourself and then ask  Respect given is much appreciated  https://t.co/ZlvnE7PruQ",naval4you,2021-09-24,11:23:25,30,analysis 9 24 - nq qqq aapl amzn dis fb googl amd mrna tsla w roku futu mdb sq meeting etiquette - 1 punctual 2 introduce ask respect given much appreciated
2257,“シャッター音が消せない”日本のiPhone、海外に持っていけば鳴らない設定可能に　iOS 15で - ITmedia NEWS   https://t.co/XdsDjqTJKs  シャッター音が義務化されたのは盗撮被害が多く社会問題になったからでしたっけ  $AAPL,4ki4,2021-09-24,10:54:39,20,iphoneios 15 - itmedia news aapl
2276,"Seasonality trends for $SPX $NDX $RUT.   After September, the market historically likes to rally into year end. Fund managers chasing performance could start to become a big factor this year.   $FB $AAPL $AMZN $NFLX $GOOGL  https://t.co/OKVg6hjxKy",marlin_capital,2021-09-24,10:36:00,28,seasonality trends spx ndx rut september market historically likes rally year fund managers chasing performance could start become big factor year fb aapl amzn nflx googl
2290,"Market Recap:  https://t.co/ZQAOphw6Pf I don't trust the rebound higher + Inflation trade comeback? + Remember when the ""experts"" said this? + Lean hogs to the moon + stagflation risk got higher + Be careful with tricky D+ Charts $SPY $QQQ $IWM $DXY $GLD $VIX $TLT $AAPL $BTC $AMC  https://t.co/jnjdf36xNE",themaverickws,2021-09-24,10:23:53,42,market recap trust rebound higher inflation trade comeback remember experts said lean hogs moon stagflation risk got higher careful tricky charts spy qqq iwm dxy gld vix tlt aapl btc amc
2300,Thursday Option Volumes  $TSLA 1.048m (42% call 58% put) $AAPL 877k (61% call 39% put) $PLTR 737k (75% call 25% put) $NVDA 514k (71% call 29% put) $AMC 490k (71% call 29% put) $FB 433k (67% call 33% put) $F 416k (76% call 24% put) $AMD 408k (75% call 25% put),marketrebels,2021-09-24,10:14:38,59,thursday option volumes tsla 1 048m 42 call 58 put aapl 877k 61 call 39 put pltr 737k 75 call 25 put nvda 514k 71 call 29 put amc 490k 71 call 29 put fb 433k 67 call 33 put f 416k 76 call 24 put amd 408k 75 call 25 put
2303,"""used to be a junior"" to ""#lithium game changer"" Others talk, $LAC acts...and builds. And all valuations based on $12k/t...when prices coming in at double and rising. #winning  $tsla $nio $aapl @Rivian #evs",brady1204933030,2021-09-24,10:11:26,13,used junior game changer others talk lac acts builds valuations based 12k prices coming double rising tsla nio aapl
2305,"About a month ago I liquidated 12k of aapl shares and bought a few blue chip NFTs and a fat bag of an upcoming community that I loved  I tried to bring friends with me, few listened.   1 Supduck ~ floor ~ $9k 2 Rumble Kongs ~ floor $9.5k 10 Lions ~ floor $60k  Aapl shares down 5%",guymontaug,2021-09-24,10:10:33,78,month ago liquidated 12k aapl shares bought blue chip nfts fat bag upcoming community loved tried bring friends listened 1 supduck floor 9k 2 rumble kongs floor 9 5k 10 lions floor 60k aapl shares 5
2313,AppleがiPhoneの使用状況からうつ病を検出する機能を開発中 - GIGAZINE   https://t.co/ouFAh5kU77  $AAPL,4ki4,2021-09-24,10:04:52,28,appleiphone - gigazine aapl
2316,「24日発売、新iPad miniが「小さい、速い、デキが良い」と言われる理由」   https://t.co/eUJ17nctxs  $AAPL,4ki4,2021-09-24,10:01:53,18,24ipad mini aapl
2334,EU、スマホの充電器共通化へ　「電子ごみ」の削減狙う  - 共同通信  https://t.co/qkK0cPnKvf  スマホ充電器「USBタイプC」に統一　欧州委が法案: 日本経済新聞  https://t.co/2HxcA87eZr  年間1千トンの廃棄物の削減と2.5億ユーロ（約320億円）のコスト減につながると説明  $AAPL  https://t.co/2MCreSgPO4,4ki4,2021-09-24,09:49:03,19,- usbc 12 5320 aapl
2365,Large cap stocks with the most shares traded today  Ford $F 68.4M shares Apple $AAPL 64.7M Palantir $PLTR 59.8M American $AAL 51.5M $VALE 50M $BAC 49.5M Carnival $CCL 47.6M Ambev $ABEV 41.8M $AMC 41M Lucid $LCID 38.3M QuantumScape $QS 34.8M AT&amp;T $T 34M $AMD 32.6M,stockmktnewz,2021-09-24,09:02:23,19,large cap stocks shares traded today ford f 68 4m shares apple aapl 64 7m palantir pltr 59 8m american aal 51 5m vale 50m bac 49 5m carnival ccl 47 6m ambev abev 41 8m amc 41m lucid lcid 38 3m quantumscape qs 34 8m amp 34m amd 32 6m
2416,Whoever said “Dividend Stocks are Boring” was dead wrong  📱 $AAPL has developed some of the most used technology gadgets used across the globe  🚜 $DE is the future $TSLA of agriculture  ☕️ $SBUX has consumers addicted to their product,dividend_dollar,2021-09-24,08:20:02,78,whoever said dividend stocks boring dead wrong aapl developed used technology gadgets used across globe future tsla agriculture sbux consumers addicted product
2421,Hey everyone just posted a new video!    The 10YR Yield is breaking out! Watch the video to see what that means for the entire market📈  I hope you enjoy!   https://t.co/qsXFqXQU3r  $SPY $QQQ $IWM $DXY $AAPL $TSLA $BTC $ETH $AMZN $PLTR $UBER $AMC $GME $SOL,hamedtrades,2021-09-24,08:16:30,12,hey everyone posted new video 10yr yield breaking watch video see means entire market hope enjoy spy qqq iwm dxy aapl tsla btc eth amzn pltr uber amc gme sol
2448,#FRIDAY #LOTTOS #RISK #Have #Plan   💡 $ROKU $337.5c on $337 break 💡 $AFRM $130c on $129.10 break 💡 $UPST $340c on $337 break 💡 $BNTX $355c on $354 break 💡 $NVAX $262.5c on $260 break  $SPX $QQQ $GH $ATER $APPS $AFRM $DECK $MTCH $LULU $PANW $BNTX $SPOT $NFLX $AAPL $AMZN $ROKU  https://t.co/XO4jPojsYY,afortunetrading,2021-09-24,07:59:00,20,roku 337 5c 337 break afrm 130c 129 10 break upst 340c 337 break bntx 355c 354 break nvax 262 5c 260 break spx qqq gh ater apps afrm deck mtch lulu panw bntx spot nflx aapl amzn roku
2460,WL 9/23 Homework  I really hope all of you are learning something form these lists. Feedback has been very positive. Goodluck tomorrow!  $AAPL $ABNB $AMD $BA $CAT $CHWY $DASH $DKNG $FB $JD $MA $MRNA $NVDA $PEP $PTON $TWTR $V  https://t.co/fKJImI36d1,theunksmoney,2021-09-24,07:49:08,39,wl 9 23 homework really hope learning something form lists feedback positive goodluck tomorrow aapl abnb amd chwy dash dkng fb jd mrna nvda pep pton twtr
2505,"Do yourself a favor, pull up the daily chart of $AAPL and compare it to the daily chart of $FB. then look at the monthly chart of both!",tradesnipersara,2021-09-24,07:15:30,62,favor pull daily chart aapl compare daily chart fb look monthly chart
2506,"Trade Ideas📝   $JPM 165c over 162 Targets: 164, 165, 168 Support: 160, 158, 155   $CRM 285c over 280 Targets: 285, 289, 295 Support: 272, 266, 260   $AAPL $TSLA $AMZN $SHOP $NVDA $SPX $FB $GME $AMC $NFLX $GOOGL $NIO $ROKU  https://t.co/gjQIWj7emw",limitlesst1,2021-09-24,07:15:00,14,trade ideas jpm 165c 162 targets 164 165 168 support 160 158 155 crm 285c 280 targets 285 289 295 support 272 266 260 aapl tsla amzn shop nvda spx fb gme amc nflx googl nio roku
2546,@EmpowerClinics congrats to @Fobi_inc $FOBI  $SLHG $TDOC $AMWL $VMD $CARE $LH $ONEM $OSH $WELL.TO $DR.TO $PHA $DOC $GE $BAC $T $XOM $AMD $AHPI $AAPL $HOOD $FB $GOOGL $CMCSA $MRNA $PFE $WST $NIO  $MDX $RHT $FOBI #COVID19 #Covid_19 $CBDT $EPWCF $RHT $GME @labs_kai @tmedicollective  https://t.co/LCgwCWNUEx,armyempower,2021-09-24,06:46:38,36,congrats fobi slhg tdoc amwl vmd lh osh well dr pha doc bac xom amd ahpi aapl hood fb googl cmcsa mrna pfe wst nio mdx rht fobi cbdt epwcf rht gme
2554,That's it! Charts are done for the night.   Hope they are helpful! See you tomorrow!  Reviewed: $SPY $QQQ $IWM  $SPOT $GRWG $AMD $APPS $CRM $DIS $DKNG $PENN $WISH $PLTR $UPST $DATS $NNOX $TWTR $AAPL $NFLX $ROKU $VISL,trendspider_j,2021-09-24,06:36:55,441,that's charts done night hope helpful see tomorrow reviewed spy qqq iwm spot grwg amd apps crm dis dkng penn wish pltr upst dats nnox twtr aapl nflx roku visl
2560,@max_damore $FB $ROKU $PTON $ZM $AAPL,backpackerfi,2021-09-24,06:33:56,23,fb roku pton zm aapl
2561,おはようございます☀️ この前のちょっとの下落時に $CAT $KO $SO $AAPL $MMM を少し買い増ししました💰💰 注文数間違えて2回に分かれちゃったりしたのが反省点😭  https://t.co/9u5qqUKVAI,tapicoppi_c5,2021-09-24,06:33:43,16,aapl mmm 2
2567,$AAPL #AAPL Has quite a bit of supply to get through here but I think it won't have any issues. We'll see.  https://t.co/7eQtrmL9Bp,trendspider_j,2021-09-24,06:30:24,58,aapl quite bit supply get think issues we'll see
2572,$AAPL Ingresos por iPods  @robertojirusta  Vos pusiste tu granito de arena @nshc92 🤣,elitalianofb,2021-09-24,06:26:58,11,aapl ingresos ipods pusiste granito arena
2577,Holy $AAPL,mandotrading,2021-09-24,06:25:34,38,holy aapl
2587,NFL reportedly looking to make Sunday Ticket deal with $AAPL,marketrebels,2021-09-24,06:19:53,479,nfl reportedly looking make sunday ticket deal aapl
2589,Daily “hold forever” portfolio update  Top Winners $V ⬆️2.50% $TCEHY ⬆️1.56% $AAPL ⬆️0.67% $GOOGL ⬆️0.66%  Losers $DKNG ⬇️1.67% $BABA ⬇️0.46%  Overall today ⬆️0.56% - I saw this idea on @MarkTheMoneyGuy so definitely go check him out❗️,loganmaurer_,2021-09-24,06:18:54,15,daily hold forever portfolio update top winners 2 50 tcehy 1 56 aapl 0 67 googl 0 66 losers dkng 1 67 baba 0 46 overall today 0 56 - saw idea definitely go check
2610,Sources: NFL prefers Apple for Sunday Ticket  (via ⁦@TheAthletic⁩) $AAPL   https://t.co/NLSSIBohbC,carlquintanilla,2021-09-24,06:01:16,36,sources nfl prefers apple sunday ticket via aapl
2620,私は投資歴3年目で資産4000万円（運用額自体は約3000万円）になっています。投資の評価損益は＋約1000万円程度です。基本的にはインデックス投資で、AAPL・MSFT・GOOGLにも投資しています。貯蓄率は約50%、年300万円ほど投資に回しています。,tnpaca,2021-09-24,05:56:00,21,3400030001000aaplmsftgoogl50 300
2644,$AAPL MOONING,stxrboy999,2021-09-24,05:38:58,55,aapl mooning
2682,"Something that truly amazes me: $AAPL could have bought $PTON, $ROKU, $TSLA and $SHOP and dominated Fitness, Streaming, Cars and E-commerce. Instead, they try to do some of these things themselves and fail while sitting on piles of $$ making smalls returns or dividend-ing it out",mystockvault,2021-09-24,05:16:52,13,something truly amazes aapl could bought pton roku tsla shop dominated fitness streaming cars e-commerce instead try things fail sitting piles making smalls returns dividend-ing
2705,AJ Monte says $AAPL will continue to move higher this week.  Join the webinar:  https://t.co/6nOeXKy4JZ  https://t.co/Xo6cBkfv9g,marketrebels,2021-09-24,05:02:02,41,aj monte says aapl continue move higher week join webinar
2714,$AFRM has now announced partnerships with $AAPL $AMZN AND today $WMT   All in the last 3 weeks.   Wouldn’t be surprised to see this take on ATH’s tomorrow and in to next week.,notmrmanziel,2021-09-24,04:56:57,62,afrm announced partnerships aapl amzn today wmt last 3 weeks surprised see ath tomorrow next week
2716,$AAPL I entered once on the TL break and again on the dip. The reason why I was confident to not stop out the first time and add again because QQQ was strong.  https://t.co/Bk1MRtM2B7,rhodesa_,2021-09-24,04:55:09,20,aapl entered tl break dip reason confident stop first time add qqq strong
