,date,flair_weighted,vader_weighted,finbert_weighted
93,2021-05-14,-0.4295181994818653,0.17279999999999998,0.7591159045696259
94,2021-05-17,-0.015050826178297408,0.23280499999999998,0.8346647143363952
95,2021-05-18,-0.14389222919937206,0.451625,0.8752543926239014
96,2021-05-20,-0.3391937743190661,0.0,0.7699485619862875
97,2021-05-21,0.013593947368421122,0.4593,0.919337272644043
98,2021-05-24,-0.2506083354123171,0.367435,0.7855956524610519
99,2021-05-25,0.07467280868385347,0.22528,0.8080756306648255
100,2021-05-26,0.3995119154057772,0.2310875,0.8603309541940689
101,2021-05-27,0.21434640242057487,0.18626,0.9039092779159545
102,2021-05-28,0.32984399999999997,0.1468,0.8507554332415262
103,2021-05-31,0.12521878150945126,0.22247499999999998,0.9026480883359909
104,2021-06-01,-0.6411,0.4019,0.7354120016098022
105,2021-06-02,0.28233037634408603,0.17720000000000002,0.8545752664407095
106,2021-06-03,0.5446311688311688,0.3404,0.8795231878757477
107,2021-06-04,-0.07412989766081869,0.21153333333333335,0.8742097020149231
108,2021-06-07,0.1368899434708875,0.34837999999999997,0.8506366113821666
109,2021-06-08,-0.2282178928247048,0.47396666666666665,0.807668407758077
110,2021-06-10,-0.7876350935828877,0.72495,0.8203353881835938
111,2021-06-11,0.2864005847953216,0.09866666666666667,0.8480658729871114
112,2021-06-14,-0.5078409818062122,0.0903,0.7045714229345321
113,2021-06-15,-0.545,-0.3612,0.821102499961853
114,2021-06-16,0.658466119402985,0.8823000000000001,0.7688055038452148
115,2021-06-17,-0.21002629246676516,0.2909333333333333,0.8994111021359762
116,2021-06-18,-0.24137149499284694,0.40190000000000003,0.8221732079982758
117,2021-06-21,-0.14965793971403826,0.24524499999999996,0.8609743277231852
118,2021-06-22,0.030650083194675576,0.05135,0.874898225069046
119,2021-06-23,0.35666650306748465,0.38232,0.8967802286148071
120,2021-06-24,-0.3928841113105924,0.400475,0.8182478845119476
121,2021-06-25,0.17915794473229704,0.05143333333333333,0.7537225882212321
122,2021-06-28,0.1755585277962062,0.26739,0.8516787052154541
123,2021-06-29,0.906108203125,0.2294,0.917221039533615
124,2021-06-30,0.07327393568147014,0.40966,0.8228586077690124
125,2021-07-01,0.7263524572649573,0.5777,0.8240577379862467
126,2021-07-02,0.8634707850707851,0.44616666666666666,0.8925366004308065
127,2021-07-05,0.31322254075917916,0.20136190476190477,0.8905190717606317
128,2021-07-06,-0.05747607094398138,0.22341428571428573,0.8049802311829158
129,2021-07-07,0.15107963525835863,0.2899285714285714,0.8222240890775409
130,2021-07-08,0.061863858436606294,0.0019750000000000045,0.7611631155014038
131,2021-07-09,0.19441378737541526,0.5508833333333333,0.861672063668569
132,2021-07-12,0.16451672957614472,0.4990333333333334,0.894269947707653
133,2021-07-13,-0.29432513661202186,-0.07306666666666665,0.8674570520718893
134,2021-07-14,-0.15825626384207991,-0.10212000000000002,0.8718398690223694
135,2021-07-15,-0.3207740282685512,0.321075,0.9088230729103088
136,2021-07-16,0.011572460496613979,0.4555166666666666,0.7793410917123159
137,2021-07-19,0.010434357866312055,0.1585225,0.9111525148153305
138,2021-07-20,-0.3165481091617934,0.4716,0.8426682551701864
139,2021-07-21,-0.5187071127946128,0.15948333333333334,0.9030243655045828
140,2021-07-22,-0.9998,-0.4767,0.7982568144798279
141,2021-07-23,0.21040888324873094,0.2222333333333333,0.8595993783738878
142,2021-07-26,-0.06300936868887887,0.11168142857142857,0.8841140096528189
143,2021-07-27,-0.9951,0.0,0.9264874458312988
144,2021-07-28,-0.35262478938500424,0.051775,0.8199751675128937
145,2021-07-29,-0.03500158988256549,0.22574166666666665,0.8610889340440432
146,2021-07-30,-0.21086847215125193,0.06101578947368421,0.7404996878222415
147,2021-08-02,0.23844786839030768,0.2967916666666667,0.8858125984668732
148,2021-08-03,-0.10480161870503599,0.3243,0.8844563961029053
149,2021-08-04,-0.14542079207920794,0.7763,0.8525536358356476
150,2021-08-05,-0.9961,0.0,0.7903304696083069
151,2021-08-06,0.3328408064516129,0.6289,0.7177586257457733
152,2021-08-09,0.5175269201781432,0.5003599999999999,0.8921621918678284
153,2021-08-10,-0.11384983525535419,0.46855,0.8987361788749695
154,2021-08-11,-0.8951,0.296,0.926357924938202
155,2021-08-12,-0.13908441460794846,0.29714,0.8815960764884949
156,2021-08-13,0.2884978317846081,0.3867,0.8118591904640198
157,2021-08-16,0.17017819253022154,0.226915,0.8903063207864761
158,2021-08-17,-0.6265224459724951,-0.01465000000000001,0.7457212433218956
159,2021-08-18,0.35003260974433187,0.7049500000000001,0.8940886358420054
160,2021-08-19,0.14115551088777217,0.2882,0.879471755027771
161,2021-08-20,-0.38041531601195994,0.2121666666666667,0.8280170758565267
162,2021-08-23,-0.2942403026324873,0.4122733333333334,0.8419591973225276
163,2021-08-24,-0.6939077746077033,0.4063,0.9057345688343048
164,2021-08-25,-0.6568233333333333,0.3953,0.8687484860420227
165,2021-08-26,-0.19573603491271818,0.09545,0.871121808886528
166,2021-08-27,0.4777474260958206,0.151725,0.9207389652729034
167,2021-08-30,0.41394232488140276,0.29881166666666664,0.8636536809305351
168,2021-08-31,-0.46830149903288204,-0.38915,0.7241104990243912
169,2021-09-01,-0.19523698935631018,0.17872,0.8835757613182068
170,2021-09-02,-0.2606233808386808,0.17822500000000002,0.8608207404613495
171,2021-09-03,-0.04301920199501247,0.0386,0.9177695214748383
172,2021-09-06,-0.4044544008038783,0.42389,0.8538108015060425
173,2021-09-07,0.9915,0.4939,0.8711603879928589
174,2021-09-08,-0.12193764044943822,-0.29295,0.7835482656955719
175,2021-09-09,-0.22948639906469212,0.1920666666666667,0.7525735894838969
176,2021-09-10,0.036403624031007754,0.24465000000000003,0.9024690687656403
177,2021-09-13,0.5456858506224066,0.0592,0.6455603122711182
178,2021-09-14,-0.3647374365482233,0.400625,0.7993730902671814
179,2021-09-15,0.6167348197343453,-0.2614,0.7208628356456757
180,2021-09-16,0.03670634210526317,0.2737,0.8977172255516053
181,2021-09-17,-0.1356404970760234,0.227925,0.8841538280248642
182,2021-09-20,-0.020952435889537324,0.016964999999999994,0.8608991101384162
183,2021-09-21,-0.6567240356083086,0.013566666666666652,0.8706695834795634
184,2021-09-22,-0.30796211248285327,0.13596666666666668,0.8218355377515157
185,2021-09-23,0.41804667559125397,0.5793333333333334,0.7703564564387003
186,2021-09-24,0.25133926630434783,0.302625,0.8328358978033066
187,2021-09-27,-0.3325549659865551,0.33849277777777775,0.8855102688074112
188,2021-09-28,-0.3329127729257642,0.241775,0.8807347416877747
189,2021-09-29,0.08431833333333334,0.30416666666666664,0.9223701159159342
190,2021-09-30,-0.2793858609794629,0.2875,0.8175289183855057
