,Unnamed: 0,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet
180,180,Beth_Kindig,"Hi everyone 👋 I've got big news so please excuse the series of threads over the next couple of days. First off, my team has released audited performance results that beat $ARKK and we are currently beating the Nasdaq across roughly 34 positions.

https://t.co/VemqYfDXB7",2021-04-15 16:07:24+00:00,99080,116,86,1103,hi everyone get big news please excuse series thread next couple day first team release audit performance result beat arkk currently beat nasdaq across roughly position
181,181,garyblack00,"Investors need to keep perspective: ARK adding $COIN at a 0.76% weight in ARKK and ARKW and selling $TSLA down from 11.5% to 10.9% does not a reflection of preference for COIN. ARK regularly sells TSLA when it goes above a 10% weight, and TSLA remains by far its largest position.",2021-04-15 15:53:20+00:00,85534,20,45,636,investor need keep perspective add coin weight arkk arkw sell tsla reflection preference coin regularly sell tsla go weight tsla remain far large position
182,182,garyblack00,"Some media making a big deal out of ARK buying into $COIN and trimming $TSLA. Actual #s: $ARKK $ARKW and $ARKF added $COIN at 0.76% wts, and trimmed $TSLA by 0.56% wts in ARKK and ARKW, where it was a 11.5% wt. ARK tends to trim $TSLA when it grows to &gt;10% wt. Not important.",2021-04-15 10:56:27+00:00,85534,33,63,865,medium make big deal buy coin trim tsla actual arkk arkw arkf add coin wts trim tsla wts arkk arkw wt tend trim tsla grow gt wt important
183,183,EricBalchunas,ARK bought the crap out of $COIN today. Put it in 3 ETFs: $ARKK $ARKF and $ARKW. https://t.co/9wtOmdC1bw,2021-04-15 00:39:55+00:00,71637,59,196,1141,buy crap coin today put etf arkk arkf arkw
184,184,xtrends,"$TSLA $ARKK $RIOT closed red again while number of stocks above 200MA in SP500 reached 96%

only a few understand this",2021-04-09 22:00:28+00:00,31278,29,37,292,tsla arkk riot close red number stock 200ma sp500 reach understand
185,185,JCOviedo6,"""Hwang is also one of Wood’s investors, and, according to one of his former employees, Archegos and ARK collaborated on industry research. ARK declined to comment.""

$ARKK",2021-04-08 12:32:24+00:00,6469,15,28,266,hwang also one wood investor accord one former employee archegos collaborate industry research decline comment arkk
186,186,BradMunchen,"Dear Cathie Wood, I hear that @ARKInvest doesn't have a Head of Risk Management. 

May I suggest Lara, who says she's looking for new opportunities &amp; thinks you two are very like-minded. She sounds perfect for the one key post you've yet to fill. 
$ARKK https://t.co/tMczNFEIOq",2021-04-06 07:19:03+00:00,8274,15,20,334,dear cathie wood hear head risk management may suggest lara say look new opportunity amp think two like mind sound perfect one key post yet fill arkk
187,187,TheStocksmen,"Top 5 Stocks for April:

$BLNK (EV charging - rapid growth)
$PXS (shipping play w/ 25% short float)
$TSM (top semiconductor company - demand HUGE)
$TLRY (weed - merger this month and legalization news)
$TDOC (recent acquisition, 3rd largest holding of $ARKK, amazing chart setup)",2021-04-05 04:11:38+00:00,20602,23,54,472,top stock april blnk ev charge rapid growth px ship play w short float tsm top semiconductor company demand huge tlry weed merger month legalization news tdoc recent acquisition 3rd large hold arkk amaze chart setup
188,188,TESLAcharts,"There was a coordinated stick save of $TSLA Tuesday morning. The scheme involved massive call buying in the stock and an unprecedented injection into $ARKK shortly after Elon blew up another rocket.  When the full history of TeslaRICO is written, I’ll have much to share.",2021-04-04 20:57:51+00:00,46228,23,36,359,coordinate stick save tsla tuesday morning scheme involve massive call buy stock unprecedented injection arkk shortly elon blow another rocket full history teslarico write much share
189,189,ToddCFRA,In this @ARiquier profile on $ARKK the topic of who @CathieDWood is was fairly brought up. I don’t know if people like or don’t like her due to her personal traits. Our #ETF ratings focus on costs plus risk &amp; reward at the portfolio &amp; performance level.  https://t.co/uysQVr7Zbw,2021-04-03 14:26:10+00:00,8739,25,32,306,profile arkk topic fairly bring know people like like due personal trait rat focus cost plus risk amp reward portfolio amp performance level
190,190,TESLAcharts,"Yesterday, $ARKK (Cathie's largest fund) was a huge buyer of $TRMB, the largest holding in $ARKX (Cathie's newest fund). In fact, by my math $ARKK was 15% of the daily volume. I know what this is. So does Raoul. 

H/T @funwithnumberz https://t.co/wmrtTbFgRI",2021-04-02 19:04:25+00:00,46228,27,33,238,yesterday arkk cathie large fund huge buyer trmb large hold arkx cathie new fund fact math arkk daily volume know raoul h
191,191,Fxhedgers,CATHIE WOOD’S $ARKK ETF HAD A RECORD $717 MILLION OF INFLOWS ON TUESDAY: BBG,2021-04-02 18:26:46+00:00,224988,0,135,1213,cathie wood arkk etf record million inflow tuesday bbg
192,192,Investingcom,*CATHIE WOOD’S $ARKK ETF HAD A RECORD $717 MILLION OF INFLOWS ON TUESDAY https://t.co/paUFnXk4J9,2021-04-02 18:21:57+00:00,599432,13,78,427,cathie wood arkk etf record million inflow tuesday
193,193,MarketRebels,$ARKK had a record $717 million of inflows on Tuesday,2021-04-02 18:00:01+00:00,130782,8,27,234,arkk record million inflow tuesday
194,194,BahamaBen9,"-- Updated portfolio: 36 holdings
-- Returns: 206% 1-year
-- Benchmark $ARKK: 196% 1-year

1. $RDFN: 29%
2. $SQ: 10%
3. $TSLA: 6.4%
4. $PTON: 6.0%
5. $SE: 4.3% 
6. $TDOC: 4.1%
7. $CLPT: 4.0%
8. $SHOP: 3.7%
9. #BTC : 3.7%
10. $DOCU: 3.0%

(Continued 👇) https://t.co/TpjqSHlmz2",2021-04-02 15:07:35+00:00,45267,39,33,394,update portfolio hold return year benchmark arkk year rdfn sq tsla pton se tdoc clpt shop docu continue
195,195,DonutShorts,"The two Bill Hwangs.

And the Hwang - Wood connection.  $ARKK https://t.co/swsrGNneyZ",2021-04-02 02:04:52+00:00,36146,31,40,260,two bill hwangs hwang wood connection arkk
196,196,StanphylCap,"Jeez, the $ARKK borrow cost is up to 23%.

I'm RARELY willing to pay that to borrow a stock, but Cathie, YOU'RE worth it!",2021-04-01 15:17:42+00:00,9749,15,8,209,jeez arkk borrow cost rarely will pay borrow stock cathie worth
197,197,saxena_puru,"UPDATED chart - 

$ARKK has once again bounced off 40-wk EMA. Notable this week's low &gt; early March low. 

Still feel early March low was the selling climax/capitulation and this week was another test of support but of course, I could be wrong. 

Time will tell. https://t.co/rnAmTpxOQE",2021-04-01 01:00:36+00:00,221711,15,10,263,update chart arkk bounce wk ema notable week low gt early march low still feel early march low sell climax capitulation week another test support course could wrong time tell
198,198,charliebilello,"March...
GameStop $GME: +87%
Ethereum $ETH: +34%
Bitcoin $BTC: +30%
AMC $AMC: +27%
Dow $DIA: +7%
S&amp;P 500 $SPY: +4.5%
Nasdaq 100: +1.7%
Gold $GLD: -1%
Bonds $AGG: -1%
20+ Treasuries $TLT: -5%
ARK Innovation $ARKK: -8%
SPACs $SPAK: -12%
ViacomCBS $VIAC: -30%
Volatility $VIX: -31%",2021-03-31 20:13:33+00:00,311980,79,275,1311,march gamestop gme ethereum eth bitcoin btc amc amc dow dia amp p spy nasdaq gold gld bond agg treasury tlt innovation arkk spacs spak viacomcbs viac volatility vix
199,199,BahamaBen9,"A list of things Cathie Wood has been wildly right about;

#BTC
$TSLA
$SQ
$ROKU
Genomics

Why is she wrong on $TDOC?  

$TDOC is the 3rd largest holding in the flagship $ARKK

I've added to $TDOC aggressively. Not because of CW, but certainly not despite her.",2021-03-31 13:27:59+00:00,45267,25,10,214,list thing cathie wood wildly right tsla sq roku genomics wrong tdoc tdoc 3rd large hold flagship arkk add tdoc aggressively cw certainly despite
200,200,INArteCarloDoss,"Add Greensill. Add Europe’s largest recent accounting fraud Wirecard. Add IPO market starting to show signs of fatigue. Add the mainstream media applauding and cheering concentration risk in ETFs ( $ARKK ). Do you not see a pattern so far? 
(8/N)",2021-03-31 11:53:17+00:00,74463,2,8,221,add greensill add europe large recent account fraud wirecard add ipo market start show sign fatigue add mainstream medium applaud cheer concentration risk etf arkk see pattern far n
201,201,saxena_puru,"$ARKK has sliced through month-long ""line in the sand""

My stock exposure is now hedged.",2021-03-30 13:45:22+00:00,221711,47,7,286,arkk slice month long line sand stock exposure hedge
203,203,cperruna,"Ark Funds all pulling back to the 200d ma

$ARKK
$ARKG
$ARKW
$ARKF

Ideal long term grabs if they base near the 200d ma, IMO.

Have patience, bases take time. https://t.co/B9X44sZ5C0",2021-03-30 12:22:27+00:00,96581,12,17,292,fund pull back 200d arkk arkg arkw arkf ideal long term grab base near 200d imo patience base take time
204,204,saxena_puru,"Heavy selling in growth stocks today, which are currently being driven by changes in long-term bond yields. 

$ARKK once again tested the $110 level but closed above support. If the month-long area of support gives way, my growth stock exposure will be hedged.",2021-03-29 22:45:34+00:00,221711,42,15,357,heavy sell growth stock today currently drive change long term bond yield arkk test level close support month long area support give way growth stock exposure hedge
205,205,freshjiva,I think the bottom is in for high beta growth stocks. I have added. $TSLA $SQ $ZG $TER $NVTA $ARKK,2021-03-29 22:31:09+00:00,12441,16,7,205,think bottom high beta growth stock add tsla sq zg ter nvta arkk
206,206,skaushi,"Cathie Wood's ARK Removes Limits Restricting Investing 30% of Total Fund Assets in a Single Stock, and Owning 20% of the Total Outstanding Shares of a Single Stock $ARKK $ARKG $ARKW $ARKF $ARKQ",2021-03-29 20:36:47+00:00,42872,61,46,355,cathie wood remove limit restrict invest total fund asset single stock own total outstanding share single stock arkk arkg arkw arkf arkq
207,207,SemiCynic,"My wife, looking over my $GSX Tweets:
W: “So did we make money?”
Me: “Yes.”
W: “How much?”
Me: “It’ll pay for [BabyCynic]’s college.”
W: “Does this mean we have to watch Margin Call again?”
Me: “No love, not unless $ARKK or $TSLA goes too.”",2021-03-29 19:42:21+00:00,1355,7,9,216,wife look gsx tweet w make money yes w much pay babycynic college w mean watch margin call love unless arkk tsla go
208,208,OhHaiAndy,"You WANT to invest but don't know WHERE to invest?

ENTIRE market (where I put most $$$) 📈

$VO
$VTI
$VOO
$SCHA
$SWTSX

Tech 💻

$VGT
$FTEC
$ARKK
$QQQJ

FinTech 💵

$SQ
$FINX
$PYPL
$ARKF

eCommerce 🛒

$ETSY
$BABA
$SHOP
$AMZN

Electric Vehicles 🚗

$NIO
$CCIV
$TSLA
$XPEV",2021-03-29 14:08:46+00:00,19888,26,43,238,want invest know invest entire market put vo vti voo scha swtsx tech vgt ftec arkk qqqj fintech sq finx pypl arkf ecommerce etsy baba shop amzn electric vehicle nio cciv tsla xpev
209,209,INArteCarloDoss,The Hwang margin fuck fest will seem like a meditation class when $ARKK and the passive ETF bubble pops,2021-03-29 11:10:21+00:00,74463,20,55,529,hwang margin fuck fest seem like meditation class arkk passive etf bubble pop
210,210,take82590359,"🇺🇸4月反騰を期待したいグロース株7選

$SQ スクエア −24%
$BIDU バイドゥ −41%
$Z ジローグループ −39%
$TDOC テラドック −43%
$SPOT スポティファイ −32%
$SHOP ショッピファイ −29%
$CRSP CRISPRｾﾗﾋﾟｭｰﾃｨｸｽ −49%

※ARKK ETF組入銘柄
※2021年1月から現在までの下落率",2021-03-28 06:00:14+00:00,35115,2,20,215,sq bidu z tdoc spot shop crsp crispr arkk etf
212,212,saxena_puru,"Is brutal rotation in growth stocks almost complete? 

Many stocks are down 50-60%+ and the poster child of this space $ARKK is basing on the 40-wk EMA. If 10-Yr/30-Yr UST yields stabilise here, we could see a big rebound in growth.

Price action in $DIA $SPX isn't bad either. https://t.co/K4WS8xQBHF",2021-03-27 07:17:39+00:00,221711,50,44,472,brutal rotation growth stock almost complete many stock poster child space arkk base wk ema yr yr ust yield stabilise could see big rebound growth price action dia spx bad either
213,213,saxena_puru,"After being down almost 4% today, $ARKK closed the day almost flat! 

4 tests of the recent lows in March; perhaps this brutal rotation has run its course? Too early to know for sure, we'll get confirmation over the following days.",2021-03-26 20:07:32+00:00,221711,15,7,289,almost today arkk close day almost flat test recent low march perhaps brutal rotation run course early know sure get confirmation follow day
214,214,saxena_puru,"This is one of the most brutal rotations I've experienced in  my investment career. 

$DIA and $SPX approaching ATHs, $NDX stuck in the mud and the high-octane growth stocks and $ARKK smoked (down 40-60% from ATH) - wow!",2021-03-26 20:01:12+00:00,221711,101,57,877,one brutal rotation experience investment career dia spx approach aths ndx stick mud high octane growth stock arkk smoke ath wow
215,215,INArteCarloDoss,As analyzed previously $ARKK and $TSLA in a weakness reflexivity loop. Market is still heavily weighted by this gravity. A break here will bring the whole ponzi down. On the other hand a $ break would support the whole edifice for a last kick of the can,2021-03-26 19:40:02+00:00,74462,10,10,209,analyze previously arkk tsla weakness reflexivity loop market still heavily weight gravity break bring whole ponzi hand break would support whole edifice last kick
218,218,heydave7,"ARK Invest's largest fund is the ARK Innovation ETF (ARKK) has over $17B in net assets.

The fund's top 5 holdings are:

TSLA - 10.68%
SQ - 6.29%
TDOC - 6.17%
ROKU - 5.45%
Z - 3.61% https://t.co/V5ocCabDq5",2021-03-26 03:59:59+00:00,105926,14,22,250,invest large fund innovation etf arkk 17b net asset fund top hold tsla sq tdoc roku z
219,219,saxena_puru,"Growth stocks monitor  - $ARKK (weekly)

Successful test of 40-wk EMA and strong finish today. Price bounced off support level, third test so far. 

Bulls now want this to base, reverse and head higher. https://t.co/ius1nzzwdv",2021-03-26 01:27:19+00:00,221711,24,31,388,growth stock monitor arkk weekly successful test wk ema strong finish today price bounce support level third test far bull want base reverse head high
220,220,SuperMugatu,This whole #SuezCanal situation just goes to show why the future of #logistics is all about drones operating using #AI trained on data on the #blockchain. Exciting new SPACs giving investors opportunities in this space! $BTC $TSLA $FB $GOOG $AMZN $MSFT $SE $BABA $ARKK https://t.co/6dXtk3Wxbz,2021-03-25 18:39:50+00:00,63585,3,19,207,whole situation go show future drone operate use train data excite new spacs give investor opportunity space btc tsla fb goog amzn msft se baba arkk
221,221,BradMunchen,"$ARKK trimmed all of its 56 stock holdings except for $FATE &amp; $MVRXX yesterday. Redemptions must be huge. 
$TSLAQ https://t.co/qxYQ0Mm8J8",2021-03-25 08:06:58+00:00,8274,25,48,295,arkk trim stock hold except fate amp mvrxx yesterday redemption must huge tslaq
222,222,vincent13031925,Ark invest purchased 1.2 million more shares of $PLTR today in ARKK,2021-03-24 23:09:46+00:00,123648,63,135,1714,invest purchase million share pltr today arkk
223,223,BagholderQuotes,"""The bloodbath continues. Sad thing is, I don't even know why."" $ARKK https://t.co/06nMGihuxj",2021-03-24 20:44:49+00:00,38487,8,24,232,bloodbath continue sad thing even know arkk
224,224,QTRResearch,IMO if the NASDAQ artificial gamma squeeze that saw the index double in 12 months unwinds $ARKK could drop like 80% in a month from here. Tesla could too. Conservative estimate.,2021-03-24 20:31:47+00:00,171465,44,24,402,imo nasdaq artificial gamma squeeze saw index double month unwind arkk could drop like month tesla could conservative estimate
225,225,saxena_puru,"Another day - minimal churn in the indices but real butchery in growth stocks.

Notable both $ARKK and $IWO now below last week's lows. 

Trend in growth land is DOWN, my portfolio is hedged.",2021-03-24 20:12:55+00:00,221711,61,14,536,another day minimal churn index real butchery growth stock notable arkk iwo last week low trend growth land portfolio hedge
226,226,DocumentingBTC,"Technically, this is an ETF ""with exposure to bitcoin"", similar to ARKK with GBTC shares.",2021-03-24 18:16:39+00:00,611200,4,13,209,technically etf exposure bitcoin similar arkk gbtc share
227,227,justinaknope,"ARKK is down. Call option volumes have fallen. Even Robinhood's App Store ranking has slipped. 

Here are all the signs the retail speculative frenzy is fading https://t.co/7YIDdm4iin @markets (with a hat tip to @TheStalwart @cfb_18)",2021-03-24 16:21:29+00:00,11174,19,57,223,arkk call option volume fall even robinhood app store rank slip sign retail speculative frenzy fade hat tip
228,228,TheStalwart,$FANG -&gt; $QQQ -&gt; $ARKK -&gt; $MOON is the tech yield curve.,2021-03-23 18:49:20+00:00,288780,14,25,292,fang gt qqq gt arkk gt moon tech yield curve
229,229,StanphylCap,"If you think $ARKK doesn't have investing's greatest geniuses, perhaps THIS fine ""analysis"" will change your mind!

ROFLMAO!
$TSLA https://t.co/0sbgqJkBQe",2021-03-23 11:44:28+00:00,9749,61,35,311,think arkk invest great genius perhaps fine analysis change mind roflmao tsla
230,230,BradMunchen,"$ARKK's $3,000 target price for $TSLA equals 16% of America's GDP in 2020. Think about that for a minute. 
$TSLAQ",2021-03-22 13:19:27+00:00,8274,33,41,430,arkk target price tsla equal america gdp think minute tslaq
231,231,saxena_puru,"Change in strategy -

In order to hedge better, henceforth I'll short ARK Innovation ETF 

$ARKK is a truer reflection of my stocks so it'll provide a better hedge and reduce my future drawdowns. 

My primary filter will now be a shorter-term EMA and I'll trade off 5/7ema cross.",2021-03-22 02:39:20+00:00,221711,131,49,624,change strategy order hedge good henceforth short innovation etf arkk true reflection stock provide good hedge reduce future drawdowns primary filter short term ema trade 7ema cross
232,232,Investingcom,"*Cathie Wood's Ark expects Tesla stock to reach $3000 by 2025 - https://t.co/13sgNMTPEE 

$TSLA $ARKK https://t.co/dlPuxRl1DL",2021-03-21 11:45:00+00:00,599433,32,65,469,cathie wood expect tesla stock reach tsla arkk
233,233,TraderAmogh,"When a stock enters a downtrend, you should be able to identify it by looking at the chart. 

MEMORIZE the chart patterns below $TAN $PLUG $ARKK $FUBO

This will stop you from getting involved in stocks like this &amp; avoid losing a lot of $$$ 

Trend is your friend!

$STUDY https://t.co/TWsu7o0s73",2021-03-19 05:57:49+00:00,59402,25,42,321,stock enter downtrend able identify look chart memorize chart pattern tan plug arkk fubo stop get involve stock like amp avoid lose lot trend friend study
234,234,FadingRallies,"$ARKK mauled today, underperforming as equities slump. Building on @INArteCarloDoss points, ARK complex fragility is ominous (in itself representative of deeper systemic maladies) as reflexive liquidity, correlation &amp; concentration vulnerabilities loom should flows turn predatory https://t.co/D2E6KZBKh4",2021-03-18 21:43:18+00:00,17151,10,38,237,arkk maul today underperform equity slump build point complex fragility ominous representative deep systemic malady reflexive liquidity correlation amp concentration vulnerability loom flow turn predatory
235,235,realwillmeade,"Today a trader-hedge fund purchased 
9725 $ARKK May $70 puts for to cents 
and almost $700,000 trade betting that 
Cathy Wood’s ARKK would drop by more than 42% by May..",2021-03-18 19:25:48+00:00,258322,48,38,265,today trader hedge fund purchase arkk may put cent almost trade bet cathy wood arkk would drop may
236,236,StockzNCrypto,"If you don’t have the time or energy to pick stocks spread your money into ETFS and Bitcoin. 

Here’s a list of ETFs I like:

- $SPY
- $IWM 
- $QQQ
- $BETZ 
- $DRIV 
- $VUG 
- $ARKK
- $ARKF 
- $JETS",2021-03-16 20:11:57+00:00,24816,6,43,242,time energy pick stock spread money etf bitcoin list etf like spy iwm qqq betz driv vug arkk arkf jet
237,237,INArteCarloDoss,"Borrow and extreme spikes in IV make expressing any direct bearish view through $ARKK too risky and a poor r/r. But understanding the nature of the risks can give you a definite edge. No position and no intention to initiate one. This is purely educational. 
(END)",2021-03-16 16:21:32+00:00,74459,70,9,441,borrow extreme spike iv make express direct bearish view arkk risky poor r r understand nature risk give definite edge position intention initiate one purely educational end
238,238,INArteCarloDoss,"First and foremost I would like to break it to you. $ARKK is nothing more than $TSLA or $SQ or $TDOC or $ROKU or $Z or $BIDU or $SPOT but with an additional 75 bp of costs slapped on top. How come? Why, have a look at the following 20d correlation coefficient matrix 
(2/N) https://t.co/quSQksz3NZ",2021-03-16 16:21:14+00:00,74459,9,27,315,first foremost would like break arkk nothing tsla sq tdoc roku z bidu spot additional bp cost slap top come look follow 20d correlation coefficient matrix n
239,239,INArteCarloDoss,"Let me introduce myself. My name is Dossi, Carlo Dossi. You might remember me from such threads as the short $TSLA thread. In the last few days, I had to buy a 2nd Casio to tackle an even bigger scam than $TSLA. Who wudav thought one existed! Yet $ARKK sure looks like one.
(1/N)",2021-03-16 16:21:12+00:00,74459,69,190,1204,let introduce name dossi carlo dossi might remember thread short tsla thread last day buy 2nd casio tackle even big scam tsla wudav think one exist yet arkk sure look like one n
241,241,PelotonHolder,The mass exodus of $ARKK they said &amp; insolvency stage for Cathy Wood. Highest weekly inflow last week. Maybe next time. https://t.co/9FBAlDzajN,2021-03-13 13:35:27+00:00,26802,40,42,542,mass exodus arkk say amp insolvency stage cathy wood high weekly inflow last week maybe next time
242,242,BradMunchen,"Look at how meaningless the management fees at $ARKK are: they're most closely correlated w/ the Goldman Sachs ""Non Profitable Tech"" index. 

Imagine paying 0.75% fees to $ARKK for that. 

$GS outperformed $ARKK w/ shitstocks by 0.7% &amp; likely have 2 guys running the index

$TSLAQ https://t.co/LLuq1yWZKU",2021-03-12 13:20:33+00:00,8274,22,47,343,look meaningless management fee arkk closely correlate w goldman sachs non profitable tech index imagine pay fee arkk g outperform arkk w shitstocks amp likely guy run index tslaq
243,243,garyblack00,"$TSLA now +2% AH to $688.  Only thing I can find to explain is $ARKK up almost +2% AH due to short covering or algos expecting huge inflows into $ARKK tomorrow after today’s +10.4% gain.  Either way, tomorrow could be another multiple Gordon day if Feb CPI ex-food/energy &lt;0.2%.",2021-03-09 23:54:16+00:00,85532,65,58,1102,tsla ah thing find explain arkk almost ah due short cover algos expect huge inflow arkk tomorrow today gain either way tomorrow could another multiple gordon day feb cpi ex food energy lt
244,244,goto_nikkei,"◆ARKK 一時11%高
・ARKKが一時11%高
・ARKKの詳細は１番下のツイートご参照
・集中投資のETFとはいえレバレッジもないのに異例の乱高下が続く
・組み入れ上位も下記表の通り、激しい動き
・9日は金利低下など起点にNASDAQが大幅高
・Tesla20%高など売り方の買い戻しが急速に進む https://t.co/jNgMkS8Enc https://t.co/0aGWQmR0gi",2021-03-09 22:31:23+00:00,249769,1,86,512,arkk arkk11 arkk etf 9nasdaq tesla20
246,246,MarketRebels,"$ARKK +10.4%
$ARKW +9.3%
$ARKG +7.6%
$ARKF +7.6%
$ARKQ +7.0% https://t.co/StN0Ytwn79",2021-03-09 21:04:52+00:00,130785,6,26,213,arkk arkw arkg arkf arkq
250,250,TheStalwart,$ARKK is on pace for its best day ever.,2021-03-09 18:04:50+00:00,288782,20,10,219,arkk pace best day ever
252,252,zerohedge,Well this is odd: ARKK had inflows the past two days as it cratered https://t.co/yTFqPlpTmX,2021-03-09 15:07:29+00:00,1102344,40,33,264,well odd arkk inflow past two day cratered
